종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"007590","동방아그로","7540","70","0.94","7450","7570","7450","22168","166826670","102676530580","13617577"
"005960","동부건설","14500","600","4.32","14000","14650","13950","261000","3749200000","329610070500","22731729"
"005965","동부건설우","63600","3200","5.30","64200","64400","61100","13394","846935000","14356555200","225732"
"026960","동서","29100","300","1.04","28850","29300","28800","61762","1798691500","2901270000000","99700000"
"002210","동성제약","10750","-250","-2.27","11200","11200","10650","189743","2051969750","280585427500","26100970"
"102260","동성케미컬","5890","-20","-0.34","5910","5940","5850","85065","500822020","292672497920","49689728"
"000640","동아쏘시오홀딩스","120500","3000","2.55","117500","121000","117000","26213","3135328500","764874473000","6347506"
"170900","동아에스티","77800","-700","-0.89","78500","79000","77500","14513","1130249300","656932930400","8443868"
"028100","동아지질","20150","200","1.00","19900","20250","19650","46530","929840850","231725000000","11500000"
"282690","동아타이어","12550","100","0.80","12450","12550","12400","14794","184367800","172349338250","13733015"
"001520","동양","1695","-35","-2.02","1720","1725","1665","2027506","3435879245","404569486785","238684063"
"001527","동양2우B","16150","0","0.00","16150","16200","16050","4559","73500450","4983389350","308569"
"001529","동양3우B","41300","50","0.12","40200","41300","40050","2039","82190450","3705518600","89722"
"084670","동양고속","22200","0","0.00","22000","22250","21800","4064","89811200","64281631800","2895569"
"082640","동양생명","6630","350","5.57","6290","6710","6160","1886928","12244809790","1069807418550","161358585"
"001525","동양우","8780","0","0.00","8750","8900","8680","5937","51833450","5423678180","617731"
"008970","동양철관","1555","0","0.00","1560","1575","1535","1157833","1794515765","184866625950","118885290"
"092780","동양피스톤","10700","50","0.47","10750","10950","10300","3466930","36922894050","140902522000","13168460"
"049770","동원F&B","206500","5000","2.48","202000","206500","198000","6990","1426541000","796909106000","3859124"
"018500","동원금속","1040","10","0.97","1025","1060","1025","172978","178837310","48625130320","46754933"
"006040","동원산업","241000","-500","-0.21","241500","244000","240000","1658","400126500","886311481000","3677641"
"030720","동원수산","10450","490","4.92","10200","11300","10100","1031723","11035441950","48632262250","4653805"
"014820","동원시스템즈","67400","1700","2.59","68500","68500","65800","140456","9424872100","1726687641400","25618511"
"014825","동원시스템즈우","38050","50","0.13","38400","38400","38000","1688","64304200","10096871900","265358"
"163560","동일고무벨트","8680","60","0.70","8600","8680","8560","21787","187646910","120652000000","13900000"
"004890","동일산업","118500","1000","0.85","118500","118500","117000","821","96658500","287387977500","2425215"
"002690","동일제강","4325","15","0.35","4310","4355","4225","78003","335185700","64875000000","15000000"
"000020","동화약품","15150","400","2.71","14950","15350","14800","197264","2968453150","423161770500","27931470"
"000150","두산","90800","900","1.00","89900","91500","88500","61377","5549536500","1500364218000","16523835"
"000157","두산2우B","123000","-2000","-1.60","124000","126000","121000","3206","393135500","109843674000","893038"
"241560","두산밥캣","41200","-150","-0.36","41250","41700","40350","166936","6857081200","4130265639200","100249166"
"000155","두산우","66200","900","1.38","65900","66500","65000","2152","141747000","264565784400","3996462"
"042670","두산인프라코어","11050","-150","-1.34","11200","11400","10950","1900964","20870334400","878717403850","79521937"
"034020","두산중공업","20400","-500","-2.39","20850","21050","20250","3469590","71175994750","10526527989600","516006274"
"336260","두산퓨얼셀","50300","-1700","-3.27","51600","52300","50300","893757","45393893800","3294334417800","65493726"
"33626K","두산퓨얼셀1우","15800","-200","-1.25","16000","16250","15700","18600","293875000","211154360000","13364200"
"33626L","두산퓨얼셀2우B","20750","-850","-3.94","21850","21850","20750","19978","420946600","61965725000","2986300"
"016740","두올","5960","-240","-3.87","6310","6320","5890","2965907","17910267770","172045412800","28866680"
"192650","드림텍","11550","0","0.00","11500","11850","11450","330473","3848166900","754137280050","65293271"
"024090","디씨엠","17850","0","0.00","17600","17950","17350","54787","968812500","208845000000","11700000"
"003160","디아이","8490","50","0.59","8520","8610","8240","339667","2861386540","267407704650","31496785"
"092200","디아이씨","5290","-220","-3.99","5570","5570","5260","377263","2020175330","205720530010","38888569"
"377190","디앤디플랫폼리츠","5360","30","0.56","5330","5370","5310","183101","976708030","345184000000","64400000"
"013570","디와이","5740","-80","-1.37","5810","5810","5650","90919","519575540","151074693420","26319633"
"210540","디와이파워","14800","-250","-1.66","15000","15050","14100","151967","2229333400","163417278400","11041708"
"007340","디티알오토모티브","47950","1550","3.34","46500","48350","46150","35420","1688910900","479212539750","9994005"
"026890","디피씨","14400","-100","-0.69","14500","14600","14350","383336","5535309600","600165720000","41678175"
"115390","락앤락","11850","250","2.16","11700","12300","11600","329660","3945715250","628140510300","53007638"
"032350","롯데관광개발","19800","400","2.06","19400","20150","19400","576947","11454272200","1371658107600","69275662"
"089860","롯데렌탈","44500","200","0.45","44600","45600","44400","236480","10608681550","1630215803500","36634063"
"330590","롯데리츠","5640","50","0.89","5610","5640","5550","347902","1946933100","1370344505760","242968884"
"000400","롯데손해보험","1810","10","0.56","1795","1810","1775","219401","394001875","561708739200","310336320"
"023530","롯데쇼핑","107500","1500","1.42","107000","108000","105500","56873","6085896000","3041041162500","28288755"
"004000","롯데정밀화학","84800","1900","2.29","84400","86400","82300","611220","51829167100","2187840000000","25800000"
"286940","롯데정보통신","37300","-600","-1.58","37900","38000","37050","39158","1464406150","574283146300","15396331"
"280360","롯데제과","132000","1500","1.15","131000","133000","131000","2904","382294500","847006644000","6416717"
"004990","롯데지주","34800","500","1.46","34300","34950","34200","94448","3271407650","3650841447600","104909237"
"00499K","롯데지주우","53600","600","1.13","53000","53700","53000","461","24641100","52936592800","987623"
"005300","롯데칠성","149000","5000","3.47","144500","150000","144500","37016","5492586000","1382553716000","9278884"
"005305","롯데칠성우","76900","600","0.79","76300","77600","76300","2252","173566700","59621339000","775310"
"011170","롯데케미칼","248500","0","0.00","247500","249500","243000","96030","23647429000","8517441621500","34275419"
"002270","롯데푸드","416500","500","0.12","419000","419000","414000","742","309200500","503571407500","1209055"
"071840","롯데하이마트","30700","250","0.82","30750","31200","30400","96815","2965837600","724756758400","23607712"
"027740","마니커","475","-1","-0.21","476","478","471","1168153","553865853","94274482150","198472594"
"204320","만도","61400","400","0.66","61600","62200","60700","251354","15461845800","2883167168000","46957120"
"001080","만호제강","22950","200","0.88","22500","23150","22250","6884","155683150","95242500000","4150000"
"088980","맥쿼리인프라","12600","50","0.40","12550","12600","12550","847909","10654852650","5101053892200","404845547"
"094800","맵스리얼티1","4690","20","0.43","4715","4715","4670","10898","51089275","435393012390","92834331"
"138040","메리츠금융지주","38200","600","1.60","38450","39200","37750","258583","9930750850","5119231430800","134011294"
"008560","메리츠증권","5480","-40","-0.72","5520","5520","5370","2977965","16182076140","3735883572920","681730579"
"000060","메리츠화재","33100","-300","-0.90","33550","34700","32500","545769","18373718500","3992687500000","120625000"
"090370","메타랩스","1130","-5","-0.44","1130","1165","1105","265987","299748960","74448144820","65883314"
"017180","명문제약","5470","-20","-0.36","5450","5520","5380","178188","970614410","185725393380","33953454"
"009900","명신산업","29900","-600","-1.97","30400","30500","29900","597694","17961468100","1568856976700","52470133"
"012690","모나리자","4630","55","1.20","4575","4670","4520","150048","688842675","169324910650","36571255"
"005360","모나미","5130","50","0.98","5060","5130","5010","105781","536297720","96943184910","18897307"
"204210","모두투어리츠","3990","10","0.25","4000","4000","3970","8290","33047145","31228991850","7826815"
"009680","모토닉","11850","100","0.85","11800","12100","11800","56226","671276100","391050000000","33000000"
"009580","무림P&P","4670","-50","-1.06","4720","4790","4650","68119","319604965","291260073080","62368324"
"009200","무림페이퍼","2930","-20","-0.68","2955","2980","2885","68449","199658335","121915278300","41609310"
"033920","무학","12150","-150","-1.22","12200","13150","11850","921559","11434128750","346275000000","28500000"
"008420","문배철강","4875","-25","-0.51","4855","4945","4765","123725","598709550","99954586875","20503505"
"025560","미래산업","14500","100","0.69","14400","14800","14200","29473","425219350","64554101500","4452007"
"007120","미래아이앤지","579","9","1.58","565","598","561","1521160","881810990","74971321692","129484148"
"357250","미래에셋맵스리츠","4985","10","0.20","4990","4990","4970","20614","102577770","100198500000","20100000"
"085620","미래에셋생명","4710","-40","-0.84","4810","4820","4655","215476","1024244515","833746250190","177016189"
"006800","미래에셋증권","8790","220","2.57","8670","8840","8630","1137256","9948481190","5584431226320","635316408"
"00680K","미래에셋증권2우B","4680","40","0.86","4665","4695","4635","277360","1294957740","655200000000","140000000"
"006805","미래에셋증권우","6030","80","1.34","5950","6090","5910","39418","237381220","84876772500","14075750"
"002840","미원상사","206000","500","0.24","205500","206000","203500","1500","306998500","1023820000000","4970000"
"268280","미원에스씨","187000","1000","0.54","186000","187500","185000","2378","443223000","953700000000","5100000"
"107590","미원홀딩스","129000","3500","2.79","125500","129500","125500","2208","282353500","299280000000","2320000"
"134380","미원화학","78300","-800","-1.01","79100","79200","78000","864","67506400","172202684400","2199268"
"003650","미창석유","78600","-100","-0.13","78100","78600","77500","312","24346700","136738219200","1739672"
"155900","바다로19호","2780","15","0.54","2770","2790","2755","31759","87801865","42256011120","15200004"
"003610","방림","2990","185","6.60","2810","3050","2750","6185196","18256363950","126519129100","42314090"
"001340","백광산업","5510","-10","-0.18","5580","5600","5430","358263","1969360410","247500422570","44918407"
"035150","백산","8700","60","0.69","8570","8780","8470","224226","1941242170","210540000000","24200000"
"002410","범양건영","10700","400","3.88","10100","11300","9950","10227766","108588007690","265702207400","24831982"
"096300","베트남개발1","235","0","0.00","235","236","233","239224","55998546","32354849585","137680211"
"007210","벽산","4320","340","8.54","3980","4375","3940","6730557","28755564480","296179200000","68560000"
"002760","보락","2450","45","1.87","2405","2540","2370","7469113","18559575245","146755000000","59900000"
"003850","보령제약","16350","50","0.31","16150","16450","16150","283844","4617630300","1123081500000","68690000"
"000890","보해양조","1050","-5","-0.47","1055","1075","1035","1170660","1229152315","143625277950","136785979"
"003000","부광약품","21350","-250","-1.16","22000","22250","21300","1056400","22928231700","1517196096150","71063049"
"001270","부국증권","24650","50","0.20","24500","24800","24400","2251","55556700","255617689900","10369886"
"001275","부국증권우","22900","0","0.00","22950","22950","22850","188","4305650","68700000000","3000000"
"026940","부국철강","5640","0","0.00","5650","5730","5480","697213","3893149490","112800000000","20000000"
"015350","부산가스","60300","200","0.33","60700","60700","59800","2065","124133500","663300000000","11000000"
"011390","부산산업","133500","2500","1.91","132000","133500","128000","4888","641028500","140976000000","1056000"
"005030","부산주공","752","-48","-6.00","803","816","725","9555950","7261458420","42750836784","56849517"
"002070","비비안","3480","70","2.05","3400","3510","3220","336551","1151560610","103683085200","29793990"
"100220","비상교육","9630","70","0.73","9480","9690","9410","46967","449721650","125158615830","12996741"
"030790","비케이탑스","7410","-340","-4.39","7750","7860","7160","324722","2381085410","108747944760","14675836"
"005180","빙그레","56000","300","0.54","55600","56000","55400","21128","1173816000","551669496000","9851241"
"003960","사조대림","32200","-150","-0.46","32300","32800","31850","33669","1082845950","295095837400","9164467"
"008040","사조동아원","1345","20","1.51","1325","1350","1315","527336","702226665","189839487000","141144600"
"007160","사조산업","59000","-500","-0.84","59500","60200","58300","18210","1071477200","295000000000","5000000"
"014710","사조씨푸드","5760","90","1.59","5670","5770","5590","50381","286033500","99178807680","17218543"
"006090","사조오양","11200","350","3.23","10750","11250","10750","32498","359975500","105534676800","9422739"
"001470","삼부토건","2700","0","0.00","2670","2750","2595","3553589","9528336475","371375193600","137546368"
"006400","삼성SDI","750000","1000","0.13","750000","760000","744000","180522","136037559000","51573397500000","68764530"
"006405","삼성SDI우","410500","0","0.00","410000","412500","407500","4664","1913434000","664146308000","1617896"
"006660","삼성공조","24600","3000","13.89","21850","24600","21750","621510","14632390300","199907324400","8126314"
"028260","삼성물산","129000","1500","1.18","128000","129000","127000","262266","33561030000","24108433449000","186887081"
"02826K","삼성물산우B","124000","500","0.40","123500","124500","122500","3109","384237000","201800700000","1627425"
"207940","삼성바이오로직스","925000","12000","1.31","919000","935000","919000","59758","55325942000","61202625000000","66165000"
"032830","삼성생명","73700","500","0.68","73300","73700","73000","158217","11619875500","14740000000000","200000000"
"018260","삼성에스디에스","168000","1000","0.60","167500","169000","167000","90833","15237463500","12999470400000","77377800"
"028050","삼성엔지니어링","22650","150","0.67","22600","22800","22300","1125902","25432352350","4439400000000","196000000"
"009150","삼성전기","188000","7000","3.87","182500","188000","182000","651941","121176365500","14042414848000","74693696"
"009155","삼성전기우","101500","1000","1.00","101000","102000","99700","18047","1813523300","295058876000","2906984"
"005930","삼성전자","75300","0","0.00","75300","75600","74800","10103212","760038461600","449524626015000","5969782550"
"005935","삼성전자우","70700","-1000","-1.39","71000","71300","70700","1169578","82952130000","58178089690000","822886700"
"001360","삼성제약","7110","-30","-0.42","7140","7240","7100","408741","2926432720","477522381690","67162079"
"010140","삼성중공업","6420","320","5.25","6150","6490","6130","7215337","45604745030","4044600000000","630000000"
"010145","삼성중공우","272000","12000","4.62","261000","272000","261000","1845","496217500","31237840000","114845"
"016360","삼성증권","49100","550","1.13","48600","49300","48550","172517","8443360500","4384630000000","89300000"
"068290","삼성출판사","39050","-150","-0.38","38950","39800","38350","106639","4154979650","390500000000","10000000"
"029780","삼성카드","33900","350","1.04","33700","34050","33550","100969","3417221800","3927616404900","115858891"
"000810","삼성화재","228000","5000","2.24","225500","229500","224500","75294","17161407500","10801462836000","47374837"
"000815","삼성화재우","172500","1000","0.58","172000","173000","171000","5823","1002737000","550620000000","3192000"
"006110","삼아알미늄","35750","-400","-1.11","37000","37500","33350","1471704","51609604250","393250000000","11000000"
"145990","삼양사","68500","200","0.29","67500","68800","66900","29756","2014700900","706471256500","10313449"
"145995","삼양사우","46450","0","0.00","46700","46700","46450","161","7507250","17189751500","370070"
"003230","삼양식품","81900","1400","1.74","80800","81900","80500","13690","1110695800","616953928500","7533015"
"002170","삼양통상","65500","300","0.46","65300","65900","64800","3365","219001300","196500000000","3000000"
"272550","삼양패키징","31850","-650","-2.00","32250","32500","31500","22552","718538150","452582257400","14209804"
"000070","삼양홀딩스","131500","6500","5.20","127000","132500","125000","84399","10938603000","1126201636500","8564271"
"000075","삼양홀딩스우","75500","500","0.67","76000","76500","74000","3925","294646000","22956379000","304058"
"002810","삼영무역","15700","50","0.32","15600","15850","15550","10612","166600050","289931083600","18466948"
"005680","삼영전자","13500","250","1.89","13150","13600","13050","136939","1827053750","270000000000","20000000"
"003720","삼영화학","3480","-120","-3.33","3670","3670","3370","1129660","3932410520","118320000000","34000000"
"023000","삼원강재","3545","5","0.14","3540","3565","3485","41651","146506755","141800000000","40000000"
"004380","삼익THK","12150","150","1.25","12150","12150","12000","12919","155800750","255150000000","21000000"
"002450","삼익악기","1915","5","0.26","1900","1930","1895","264498","505619360","173366702225","90530915"
"004440","삼일씨엔에스","12650","50","0.40","12550","12800","12200","36890","459863600","161059129550","12731947"
"000520","삼일제약","9230","40","0.44","9190","9340","9160","137528","1269026700","124949122090","13537283"
"009770","삼정펄프","32150","0","0.00","32100","32500","31800","2372","76169300","80374067650","2499971"
"005500","삼진제약","26300","150","0.57","26150","26400","25850","28964","757542550","365570000000","13900000"
"004690","삼천리","90300","1400","1.57","89200","90300","88900","8486","760375900","366168757500","4055025"
"010960","삼호개발","5860","190","3.35","5660","5900","5580","160882","925219350","146500000000","25000000"
"004450","삼화왕관","43500","-200","-0.46","43500","44300","43500","559","24395300","93715486500","2154379"
"009470","삼화전기","33550","200","0.60","33350","33800","32750","73017","2433358900","221893661000","6613820"
"011230","삼화전자","4100","-115","-2.73","4190","4200","4085","127312","525591185","42877554000","10457940"
"001820","삼화콘덴서","64500","0","0.00","64100","64900","63500","100908","6481873100","670477500000","10395000"
"000390","삼화페인트","11000","0","0.00","10950","11100","10700","71876","781436450","299238159000","27203469"
"001290","상상인증권","1265","20","1.61","1245","1265","1235","88903","111597050","122792454510","97069134"
"041650","상신브레이크","4335","-35","-0.80","4365","4365","4240","50636","218451545","93078735750","21471450"
"075180","새론오토모티브","6250","20","0.32","6220","6280","6200","5936","36989990","120000000000","19200000"
"007540","샘표","47700","150","0.32","47700","48500","47600","4104","195989750","137175660000","2875800"
"248170","샘표식품","48100","-100","-0.21","48500","48700","47350","12270","590402100","219734556600","4568286"
"007860","서연","12550","-950","-7.04","13000","13050","12550","322211","4093787900","294672042200","23479844"
"200880","서연이화","7830","20","0.26","7810","7920","7620","229747","1794822190","211632661710","27028437"
"017390","서울가스","155000","1500","0.98","154000","156000","153000","4116","636300500","775000000000","5000000"
"004410","서울식품","367","0","0.00","367","372","362","2831891","1037878757","135758415613","369913939"
"004415","서울식품우","4860","60","1.25","4795","4860","4785","1430","6906705","10811070000","2224500"
"021050","서원","2540","-15","-0.59","2565","2580","2480","615451","1554445730","120585458600","47474590"
"008490","서흥","54200","300","0.56","54000","54800","53400","19662","1064814800","627045924600","11569113"
"007610","선도전기","3885","70","1.83","3845","3975","3830","144268","563586145","69930000000","18000000"
"136490","선진","15000","350","2.39","14650","15000","14600","71120","1053664050","356694060000","23779604"
"014910","성문전자","2620","-55","-2.06","2645","2660","2590","112972","295937480","51055565340","19486857"
"014915","성문전자우","9810","-80","-0.81","10150","10150","9650","2692","26148960","5886000000","600000"
"003080","성보화학","4215","-20","-0.47","4220","4235","4150","31410","131621005","84384300000","20020000"
"004980","성신양회","11250","250","2.27","10850","11300","10850","228315","2541886500","275805821250","24516073"
"004985","성신양회우","16150","200","1.25","15850","16250","15650","15634","250732400","11880666750","735645"
"011300","성안","787","0","0.00","0","0","0","0","0","44747135820","56857860"
"000180","성창기업지주","2800","0","0.00","2805","2820","2750","193760","540010065","195304480000","69751600"
"002420","세기상사","6160","0","0.00","0","0","0","0","0","25107667200","4075920"
"004360","세방","13750","-100","-0.72","13850","13850","13600","95236","1308014450","265494487500","19308690"
"004365","세방우","7800","10","0.13","7790","7830","7770","2334","18181560","28776150000","3689250"
"004490","세방전지","91500","-1300","-1.40","93200","94800","90600","195156","18064917300","1281000000000","14000000"
"001430","세아베스틸","29300","500","1.74","28850","29550","28300","147768","4291234950","1050760086700","35862119"
"306200","세아제강","118000","-2500","-2.07","120500","123000","115500","32980","3878810500","334683400000","2836300"
"003030","세아제강지주","129500","-4500","-3.36","131500","132000","127500","19438","2508888000","536344581500","4141657"
"019440","세아특수강","17600","50","0.28","17350","17800","17100","30098","526441850","150832000000","8570000"
"058650","세아홀딩스","116000","500","0.43","116500","120000","114000","2538","294286000","464000000000","4000000"
"013000","세우글로벌","2470","0","0.00","0","0","0","0","0","70901426570","28705031"
"091090","세원이앤씨","911","-4","-0.44","915","923","902","445361","405937143","132559692901","145510091"
"021820","세원정공","8090","0","0.00","0","0","0","0","0","80900000000","10000000"
"067830","세이브존I&C","3405","45","1.34","3360","3410","3340","16880","56978470","139744247475","41040895"
"033530","세종공업","11100","0","0.00","11250","11450","10950","694147","7768333750","308812667100","27820961"
"075580","세진중공업","6260","160","2.62","6140","6260","6060","116558","719248960","355877594560","56849456"
"027970","세하","1915","-5","-0.26","1910","1935","1875","311653","592869905","110233139255","57562997"
"308170","센트랄모텍","23000","-300","-1.29","23300","23800","22350","85387","1944594550","198030000000","8610000"
"012600","센트럴인사이트","2490","0","0.00","0","0","0","0","0","33838831080","13589892"
"068270","셀트리온","267500","-1500","-0.56","269500","271000","265500","394088","105746768000","36897536530000","137934716"
"336370","솔루스첨단소재","62200","-1000","-1.58","63200","64700","61900","330078","20688333700","1902682947600","30589758"
"33637K","솔루스첨단소재1우","18500","-150","-0.80","18750","18850","18200","17182","317294500","136278400000","7366400"
"33637L","솔루스첨단소재2우B","30700","-700","-2.23","31550","31550","30700","1838","57024350","50533735000","1646050"
"248070","솔루엠","30150","750","2.55","29450","30350","29350","1154969","34725266300","1507667362650","50005551"
"004430","송원산업","19450","200","1.04","19250","19800","19250","354802","6939216600","466800000000","24000000"
"017550","수산중공업","3060","0","0.00","3095","3135","3050","492870","1516466240","165194598780","53985163"
"053210","스카이라이프","10650","100","0.95","10550","10750","10450","76341","808957300","509303937900","47821966"
"134790","시디즈","73000","-100","-0.14","73100","73500","71800","1281","92951900","146000000000","2000000"
"016590","신대양제지","91000","-1800","-1.94","91600","92800","91000","6176","566951100","366710162000","4029782"
"029530","신도리코","32700","250","0.77","32150","32800","32150","14687","477323900","329616948300","10080029"
"004970","신라교역","12650","-100","-0.78","12750","12750","12400","12526","157007300","202400000000","16000000"
"011930","신성이엔지","2540","-75","-2.87","2620","2655","2540","1605122","4144227910","518119791800","203984170"
"005390","신성통상","3930","80","2.08","3850","3965","3775","995447","3880731925","564773972700","143708390"
"004170","신세계","275500","3500","1.29","273500","276500","271000","49177","13490876000","2712347365500","9845181"
"035510","신세계 I&C","256500","-2500","-0.97","260000","263500","253000","24835","6407537000","441180000000","1720000"
"034300","신세계건설","43800","700","1.62","42550","44150","42300","22046","952580750","175200000000","4000000"
"031430","신세계인터내셔날","199500","7000","3.64","194500","199500","192500","25326","4996532500","1424430000000","7140000"
"031440","신세계푸드","98900","1600","1.64","97300","99400","96700","9938","978728000","382988272000","3872480"
"006880","신송홀딩스","5900","60","1.03","5850","5950","5530","93365","548488290","69790262200","11828858"
"005800","신영와코루","119000","-1000","-0.83","119000","120500","119000","1779","212088000","107100000000","900000"
"001720","신영증권","62400","-100","-0.16","62500","62900","62000","2728","169963800","585701188800","9386237"
"001725","신영증권우","63900","100","0.16","64000","64000","63200","1225","78164200","450735455700","7053763"
"009270","신원","2400","105","4.58","2310","2405","2255","4238270","9975328935","204101997600","85042499"
"009275","신원우","47400","200","0.42","46950","47500","46950","548","25866450","4301076000","90740"
"002700","신일전자","1870","10","0.54","1860","1875","1845","994762","1849587335","132858864270","71047521"
"019170","신풍제약","67800","1200","1.80","70500","70600","67000","1636444","112553938200","3592382322000","52984990"
"019175","신풍제약우","94200","2200","2.39","97800","98400","92800","79268","7634297900","207240000000","2200000"
"002870","신풍제지","2745","15","0.55","2750","2755","2700","68888","187822360","95961631500","34958700"
"293940","신한알파리츠","8230","10","0.12","8220","8240","8190","20414","167782940","430676912290","52330123"
"055550","신한지주","38250","-500","-1.29","38500","38550","37950","1107488","42207739800","19759932940500","516599554"
"004080","신흥","17600","150","0.86","17300","17850","17300","12575","221910350","167200000000","9500000"
"102280","쌍방울","744","7","0.95","737","749","732","2402427","1777095128","195368543976","262592129"
"003410","쌍용C&E","8590","240","2.87","8440","8630","8410","2691202","23008598430","4328153921050","503859595"
"003620","쌍용차","2770","0","0.00","0","0","0","0","0","415056805540","149840002"
"004770","써니전자","3245","50","1.56","3195","3265","3170","210758","679005835","113072060695","34845011"
"015540","쎌마테라퓨틱스","6410","0","0.00","0","0","0","0","0","86229499400","13452340"
"004920","씨아이테크","986","-5","-0.50","991","991","972","200285","196676053","39392394934","39951719"
"112610","씨에스윈드","75300","-1000","-1.31","76000","76700","74600","337420","25423441000","3175506645900","42171403"
"008700","아남전자","2615","0","0.00","2615","2645","2580","538375","1406491780","201681404300","77124820"
"002790","아모레G","53400","500","0.95","53000","53500","52300","208477","11036800900","4403266812000","82458180"
"00279K","아모레G3우(전환)","38250","900","2.41","37900","38250","37500","6885","260517300","271276650000","7092200"
"002795","아모레G우","20700","-200","-0.96","20900","20950","20500","18111","373971300","133386039000","6443770"
"090430","아모레퍼시픽","194500","500","0.26","194000","196000","191500","323756","62846905500","11370176305000","58458490"
"090435","아모레퍼시픽우","73300","-700","-0.95","73900","74600","73000","31505","2320830100","773888939000","10557830"
"002030","아세아","151000","-6000","-3.82","158000","159000","150000","5091","776757000","330844624000","2191024"
"183190","아세아시멘트","154000","-500","-0.32","153500","156000","148000","21964","3354444000","599954586000","3895809"
"002310","아세아제지","51200","800","1.59","50200","51300","49900","41252","2087038250","458572902400","8956502"
"012170","아센디오","2080","-35","-1.65","2110","2115","2045","52978","109904130","132099127680","63509196"
"267850","아시아나IDT","20550","0","0.00","20700","21100","20450","20166","416498450","228105000000","11100000"
"020560","아시아나항공","23850","-200","-0.83","24000","24600","23500","1470118","35238688600","1774720571400","74411764"
"122900","아이마켓코리아","12750","-550","-4.14","13000","13100","12600","1464267","18723008250","426217710000","33428840"
"010780","아이에스동서","50500","1300","2.64","49250","50800","49250","41561","2080785750","1560076603000","30892606"
"139990","아주스틸","23650","-900","-3.67","24550","25000","23500","308848","7389033200","625594269850","26452189"
"001780","알루코","4765","-160","-3.25","4965","5120","4750","3239804","15843520305","398756075465","83684381"
"018250","애경산업","24300","750","3.18","23550","24450","23550","73993","1783131200","641761420500","26409935"
"161000","애경유화","15350","300","1.99","15000","15600","14750","2881080","43994629500","491814000000","32040000"
"011090","에넥스","3195","150","4.93","2985","3200","2950","11448283","35847675940","191673292995","59991641"
"137310","에스디바이오센서","40950","-900","-2.15","42000","42500","40400","1244395","51869203150","4228961905350","103271353"
"005850","에스엘","28550","-450","-1.55","28900","29300","27800","172475","4909435500","1376203558350","48203277"
"012750","에스원","86300","3200","3.85","83200","86400","83200","125861","10703391500","3279329061400","37999178"
"023960","에쓰씨엔지니어링","4920","-75","-1.50","5020","5020","4855","228605","1125097665","141846488040","28830587"
"298690","에어부산","2525","15","0.60","2510","2565","2510","233355","590062915","207226750000","82070000"
"140910","에이리츠","13100","1400","11.97","11700","13500","11600","644917","8283916600","55247809000","4217390"
"078520","에이블씨엔씨","8330","90","1.09","8190","8400","8140","26389","217518890","225188713470","27033459"
"015260","에이엔피","1815","95","5.52","1745","1830","1710","629349","1117185760","40540582335","22336409"
"007460","에이프로젠 MED","1985","10","0.51","1975","2020","1970","1168658","2327022685","395323131550","199155230"
"003060","에이프로젠제약","1090","5","0.46","1075","1110","1075","632769","691405755","434447586030","398575767"
"244920","에이플러스에셋","9950","-300","-2.93","10250","10450","9950","281406","2829302020","224946545350","22607693"
"036570","엔씨소프트","607000","-4000","-0.65","608000","611000","601000","192941","116941447000","13326091354000","21954022"
"138250","엔에스쇼핑","17200","-100","-0.58","17300","17350","16700","173986","2968395900","579571200000","33696000"
"380440","엔에이치스팩19호","2215","-5","-0.23","2230","2230","2210","71813","158852240","113607350000","51290000"
"085310","엔케이","1220","-30","-2.40","1265","1270","1210","304259","373764775","97579689440","79983352"
"009810","엔케이물산","1405","80","6.04","1470","1645","1375","58024591","88847797605","111612090050","79439210"
"900140","엘브이엠씨홀딩스","3380","-5","-0.15","3375","3415","3355","161083","544342065","336158903860","99455297"
"097520","엠씨넥스","44700","350","0.79","44000","45150","44000","53350","2377839250","802690505400","17957282"
"014440","영보화학","4995","15","0.30","4970","5030","4830","154347","761919775","99900000000","20000000"
"111770","영원무역","42800","1900","4.65","40900","42900","40900","135752","5734686950","1896530830400","44311468"
"009970","영원무역홀딩스","46750","550","1.19","46200","46950","46100","6196","288576700","637463926000","13635592"
"003520","영진약품","5400","30","0.56","5380","5500","5370","378968","2057338200","987620747400","182892731"
"000670","영풍","719000","9000","1.27","711000","723000","701000","1990","1418873000","1324426760000","1842040"
"006740","영풍제지","7300","-10","-0.14","7270","7390","7220","50804","370053430","162060000000","22200000"
"012280","영화금속","2490","-130","-4.96","2610","2660","2485","7397800","18935789685","132952317450","53394505"
"012160","영흥","1195","15","1.27","1185","1205","1170","788208","932871920","121065894540","101310372"
"015360","예스코홀딩스","38150","-50","-0.13","38000","38150","38000","860","32781100","228900000000","6000000"
"007310","오뚜기","511000","1000","0.20","515000","515000","508000","2312","1181931000","1876382291000","3671981"
"002630","오리엔트바이오","1685","50","3.06","1625","1695","1590","2698182","4440257910","199812363425","118583005"
"271560","오리온","123500","-500","-0.40","124500","124500","123000","53183","6593239500","4882712302000","39536132"
"001800","오리온홀딩스","16200","500","3.18","15850","16200","15750","135934","2179661100","1014855836400","62645422"
"011690","와이투솔루션","2440","0","0.00","0","0","0","0","0","359254954280","147235637"
"070960","용평리조트","5470","70","1.30","5360","5480","5360","99726","539633570","263289331510","48133333"
